"Y","D","Z","X1","X2","X3"
3,1,1,5.31187092848722,2,5
2,1,1,5.83883586433199,2,5
2,1,1,4.05497750177774,2,4
3,1,1,5.46497544410944,2,5
3,1,1,4.34667060960459,1,5
2,1,1,5.83883586433199,1,5
3,1,1,5.83883586433199,1,4
3,1,1,5.46497544410944,2,4
3,1,1,5.23607463072734,1,5
2,1,1,5.46497544410944,1,5
2,1,1,4.86221421050479,1,5
3,1,1,5.83883586433199,1,5
3,1,1,4.86221421050479,2,4
3,1,1,6.01476370222873,1,5
3,1,1,5.412644982139,1,4
3,1,1,4.05497750177774,2,4
3,1,1,4.08263485851205,1,5
3,1,1,6.16786821785095,1,5
3,1,1,5.46497544410944,1,4
2,1,1,4.86221421050479,1,5
3,1,1,5.46497544410944,1,5
3,1,1,5.91463216209187,1,5
3,1,1,4.72518191754798,1,4
3,1,1,3.94560256555523,1,4
3,1,1,4.72518191754798,1,4
3,1,1,4.86221421050479,2,4
3,1,1,4.12242068394333,2,4
3,1,1,4.12242068394333,1,5
3,1,1,4.12242068394333,1,5
3,1,1,5.46497544410944,2,4
3,1,1,5.83883586433199,1,4
3,1,1,3.34284133195059,2,5
3,1,1,3.34284133195059,2,5
2,1,1,5.46497544410944,1,4
3,1,1,3.34284133195059,1,5
3,1,1,4.57207740192576,1,5
3,1,1,4.53229157649447,1,5
3,1,1,4.12242068394333,2,4
3,1,1,4.12242068394333,2,4
3,1,1,4.72518191754798,1,5
3,1,1,4.12242068394333,2,3
3,1,1,4.86221421050479,1,5
3,1,1,4.72518191754798,2,4
3,1,1,4.67285145557754,1,5
2,1,1,4.72518191754798,1,5
3,1,1,4.86221421050479,1,4
3,1,1,4.86221421050479,1,4
3,1,1,4.10984248233886,1,4
3,1,1,4.12242068394333,2,4
3,1,1,5.46497544410944,1,5
3,1,1,5.412644982139,1,5
2,1,1,5.46497544410944,1,5
3,1,1,4.86221421050479,2,4
3,1,1,5.86515320766744,1,5
3,1,1,4.08263485851205,2,3
3,1,1,3.33026313034612,1,4
3,1,1,5.46497544410944,1,5
3,1,1,4.10984248233886,1,4
3,1,1,4.86221421050479,2,5
3,1,1,5.91463216209187,1,5
3,1,1,4.12242068394333,1,4
3,1,1,4.72518191754798,1,5
3,1,1,4.86221421050479,1,4
3,1,1,3.34284133195059,2,4
2,1,1,4.12242068394333,2,4
3,1,1,4.12242068394333,1,4
3,1,1,4.12242068394333,1,4
3,1,1,3.31518397521628,1,4
3,1,1,5.91463216209187,1,5
3,1,1,3.31518397521628,1,1
2,1,1,4.86221421050479,1,5
3,1,1,4.57207740192576,1,1
3,1,1,4.12242068394333,1,1
2,1,1,5.46497544410944,1,4
3,1,1,3.31518397521628,2,3
2,1,1,2.53560462322353,2,4
3,1,1,4.72518191754798,2,4
3,1,1,4.49628110416588,1,4
3,1,1,4.72518191754798,2,5
3,1,1,4.08263485851205,1,4
3,1,1,5.46497544410944,1,4
3,1,1,4.08263485851205,1,1
3,1,1,5.16226043392594,1,5
2,1,1,5.46497544410944,1,5
3,1,1,3.91794520882093,2,3
3,1,1,5.31187092848722,1,4
3,1,1,5.46497544410944,2,5
3,1,1,4.72518191754798,1,5
3,1,1,5.5651069842463,2,5
3,1,1,6.16786821785095,1,5
3,1,1,5.91463216209187,1,5
2,1,1,6.61752493583337,1,5
2,1,1,5.7940077976284,1,1
3,1,1,5.46497544410944,1,4
3,1,1,5.05925651233924,1,1
3,1,1,5.46497544410944,1,5
3,1,1,5.91463216209187,1,4
3,1,1,5.46497544410944,1,4
3,1,1,6.24366451561083,1,5
3,1,1,6.61752493583337,1,1
3,1,1,5.01442844563566,1,5
2,1,1,5.31187092848722,1,5
3,1,1,5.31187092848722,2,5
3,1,1,6.24366451561083,1,5
3,1,1,6.16786821785095,1,5
3,1,1,5.3882888658582,1,5
3,1,1,6.28849258231441,1,5
2,1,1,5.91463216209187,1,1
3,1,1,6.61752493583337,1,5
3,1,1,6.16786821785095,1,5
3,1,1,5.91463216209187,2,5
3,1,1,6.61752493583337,1,5
2,1,1,6.61752493583337,1,5
3,1,1,4.72518191754798,1,1
3,1,1,5.83883586433199,2,4
2,1,1,5.46497544410944,2,5
2,1,1,4.08263485851205,2,5
3,1,1,4.53229157649447,2,5
3,1,1,5.91463216209187,1,5
2,1,1,5.91463216209187,1,5
2,1,1,5.46497544410944,1,5
3,1,1,5.46497544410944,2,4
3,1,1,4.12242068394333,1,4
3,1,1,5.91463216209187,1,5
3,1,1,4.12242068394333,1,5
3,1,1,4.86221421050479,1,4
3,1,1,4.86221421050479,1,5
3,1,1,5.46497544410944,1,5
3,1,1,4.08263485851205,1,5
3,1,1,6.61752493583337,1,5
3,0,0,4.08263485851205,1,5
3,0,0,3.31771849380696,1,4
3,0,0,4.05751202036843,1,4
3,0,0,1.7832328950576,2,1
2,0,0,4.05497750177774,1,4
3,0,0,4.86221421050479,1,5
3,0,0,2.53560462322353,2,4
3,0,0,3.94560256555523,1,4
3,0,0,4.05497750177774,1,4
3,0,0,4.05751202036843,1,5
3,0,0,3.31771849380696,1,4
3,0,0,4.12242068394333,2,1
3,0,0,2.53560462322353,2,4
3,0,0,3.31518397521628,1,3
3,0,0,3.31518397521628,1,5
3,0,0,3.31518397521628,1,4
3,0,0,3.31771849380696,1,5
3,0,0,3.31771849380696,1,5
3,1,0,5.68573134870976,1,5
3,1,0,4.86221421050479,1,3
3,1,0,5.43896232547446,1,5
3,1,0,4.86221421050479,2,5
3,1,0,5.4912927874449,1,5
3,1,0,4.08263485851205,1,1
3,1,0,4.12242068394333,1,4
2,1,0,6.24366451561083,1,5
3,1,0,6.61752493583337,1,5
3,1,0,4.86221421050479,2,4
3,1,0,5.46497544410944,2,3
3,1,0,4.12242068394333,1,5
3,1,0,5.412644982139,1,5
3,1,0,4.05751202036843,1,4
2,1,0,4.12242068394333,1,5
3,1,0,5.43896232547446,1,5
2,1,0,3.31518397521628,2,4
3,1,0,4.08263485851205,2,1
3,1,0,4.86221421050479,1,5
3,1,0,3.31518397521628,1,4
3,1,0,4.05497750177774,2,3
3,1,0,4.05751202036843,2,4
3,1,0,3.76737521178939,1,5
3,1,0,4.86221421050479,1,5
3,1,0,3.31771849380696,2,4
3,1,0,4.12242068394333,1,3
3,1,0,4.05751202036843,2,4
3,1,0,5.31187092848722,1,4
3,1,0,2.53560462322353,1,5
3,1,0,4.12242068394333,1,5
3,1,0,4.72518191754798,1,4
3,1,0,6.24366451561083,1,5
3,1,0,4.43137244059097,1,5
3,1,0,4.83620109186982,1,1
3,1,0,4.12242068394333,1,5
2,0,1,4.86221421050479,2,3
3,0,1,5.46497544410944,1,5
2,0,1,3.34284133195059,2,4
3,0,1,5.46497544410944,1,4
3,0,1,5.91463216209187,1,5
3,0,1,4.90615199671702,1,5
3,0,1,5.46497544410944,1,1
2,0,1,2.53560462322353,2,1
2,0,1,5.09904233777052,2,1
3,0,1,4.65773873538239,1,4
2,0,1,5.91463216209187,1,5
3,0,1,5.31187092848722,1,5
3,0,1,5.91463216209187,1,5
2,0,1,4.86221421050479,1,5
2,0,1,3.275398149785,2,1
3,0,1,5.46497544410944,1,5
3,0,0,5.46497544410944,1,5
3,0,0,3.74390937599995,1,4
3,0,0,4.6853960921167,2,5
3,0,0,2.56281224705035,1,4
3,0,0,5.46497544410944,1,5
3,0,0,4.10984248233886,1,5
2,0,0,4.07009022197289,1,3
3,0,0,4.744394209137,1,5
2,0,0,3.31771849380696,1,4
3,0,0,3.31518397521628,2,4
2,0,0,4.86221421050479,1,4
3,0,0,3.31518397521628,1,4
3,0,0,5.23607463072734,1,4
2,0,0,3.91794520882093,1,4
2,0,0,4.12242068394333,2,1
3,0,0,5.46497544410944,1,5
3,0,0,3.31518397521628,1,4
3,0,0,3.31518397521628,1,3
3,0,0,4.12242068394333,1,1
3,0,1,4.6853960921167,1,5
2,0,1,4.12242068394333,1,3
3,0,1,5.91463216209187,1,5
3,0,1,5.46497544410944,1,5
3,0,1,5.23607463072734,1,5
3,0,1,5.83883586433199,2,4
3,0,1,5.46497544410944,1,5
3,0,1,3.26190192488894,2,3
3,0,1,5.46497544410944,1,1
3,0,1,4.08263485851205,1,5
3,0,1,4.86221421050479,1,5
3,0,1,4.12242068394333,1,5
3,0,1,4.72518191754798,1,1
3,0,1,4.05497750177774,1,5
3,0,1,5.46497544410944,1,4
2,0,1,5.46497544410944,1,4
3,0,1,4.86221421050479,1,4
2,0,1,5.46497544410944,1,4
2,0,1,2.56281224705035,1,4
3,0,1,4.10984248233886,1,4
3,0,1,1.7832328950576,1,1
3,0,1,2.53560462322353,2,3
3,0,1,4.12242068394333,1,5
3,0,1,4.86221421050479,1,4
2,0,1,3.275398149785,1,4
3,0,1,1.7832328950576,1,4
3,0,1,2.56281224705035,1,4
3,0,1,2.52302642161907,1,4
3,0,1,2.08080479593935,2,4
2,0,1,4.12242068394333,1,5
3,0,1,1.7832328950576,2,1
3,0,1,4.12242068394333,2,3
3,0,1,2.56281224705035,1,4
3,1,0,4.12242068394333,1,4
3,1,0,4.10984248233886,2,3
3,1,0,3.31518397521628,1,3
1,1,0,2.53560462322353,2,3
2,1,0,2.59046960378466,1,4
3,1,0,4.12242068394333,1,4
3,1,0,2.53560462322353,1,5
2,1,0,4.10984248233886,1,4
3,1,0,4.12242068394333,2,4
3,1,0,2.56281224705035,1,4
3,1,0,3.31518397521628,1,3
3,1,0,4.86221421050479,1,5
3,1,0,5.46497544410944,1,4
3,1,0,3.31518397521628,1,4
1,0,0,1.7832328950576,1,3
3,0,0,2.51048178507991,1,4
3,0,0,1.32843306777342,1,4
3,0,0,1.7832328950576,2,4
3,0,0,1.32843306777342,1,3
2,0,0,0.454799827284186,1,4
3,0,0,1.7832328950576,2,3
2,0,0,1.32843306777342,1,4
3,0,0,1.7832328950576,1,4
1,0,0,0,1,3
1,0,0,1.32843306777342,1,3
3,0,0,1.7832328950576,1,4
3,0,0,0.727248890022308,1,4
3,0,0,1.32843306777342,1,3
3,0,0,2.53813914181422,1,4
3,0,0,1.18204871730649,1,4
3,0,0,1.23437917927693,1,5
3,0,0,2.56281224705035,1,4
3,0,0,1.32843306777342,1,4
3,0,0,2.51048178507991,1,3
2,0,0,1.18204871730649,1,4
3,1,1,4.12242068394333,2,5
3,1,1,4.86221421050479,2,3
3,1,1,4.20203191573338,1,4
2,1,1,4.12242068394333,1,4
2,1,1,1.7832328950576,1,4
3,1,1,4.12242068394333,1,4
3,1,1,5.19124656402376,2,4
3,1,1,5.46497544410944,1,4
3,1,1,2.53560462322353,1,4
2,1,1,5.91463216209187,1,4
2,1,1,3.3700489557774,1,4
3,1,1,4.12242068394333,2,4
2,1,1,4.12242068394333,1,4
3,1,1,3.3700489557774,1,4
2,1,1,4.86221421050479,1,4
3,1,1,5.628310287543,1,3
3,1,1,4.86221421050479,1,3
2,1,1,3.34284133195059,1,4
2,1,0,3.66762085665914,1,4
3,1,0,3.3700489557774,1,4
3,1,0,4.10984248233886,1,4
3,1,0,3.3700489557774,1,4
3,1,0,4.12242068394333,1,4
3,1,0,5.31187092848722,1,5
3,1,0,4.86221421050479,1,4
3,1,0,1.32843306777342,2,1
3,1,0,3.3700489557774,1,1
3,1,0,4.10984248233886,1,4
2,1,0,3.31771849380696,1,4
3,1,0,1.73090243308717,2,1
3,1,0,3.66762085665914,1,1
2,1,0,4.10984248233886,1,3
3,1,0,3.3700489557774,1,5
3,1,0,4.12242068394333,1,4
2,1,0,3.66762085665914,1,4
3,1,0,2.56281224705035,1,4
1,1,0,3.3700489557774,1,1
3,1,0,3.3700489557774,1,4
3,1,0,2.70986666100599,1,4
2,1,0,4.12242068394333,1,4
3,1,0,2.53560462322353,2,4
3,1,0,4.12242068394333,1,4
3,1,0,3.30260577361181,1,4
3,1,0,4.19396343750279,1,4
3,1,0,2.65500168044487,1,3
3,1,0,3.31518397521628,1,5
3,1,0,1.1149821220556,2,4
2,1,0,3.3700489557774,2,1
3,1,0,2.65500168044487,1,5
3,1,0,3.34284133195059,1,4
3,1,0,2.53560462322353,1,4
3,1,0,3.91794520882093,2,4
3,1,0,4.10984248233886,2,4
3,1,0,4.12242068394333,2,3
3,1,0,3.46223838917192,1,4
3,1,0,3.3700489557774,2,4
2,1,0,2.79398761616991,1,4
3,1,0,6.61752493583337,1,5
3,1,0,3.31518397521628,1,4
3,1,0,3.31518397521628,1,1
3,1,0,2.56281224705035,2,1
3,1,0,1.73090243308717,1,1
2,1,0,4.86221421050479,1,1
3,1,0,4.12242068394333,1,1
3,1,0,4.12242068394333,1,1
3,1,0,3.3700489557774,1,5
3,1,0,3.34284133195059,2,1
3,1,0,3.31771849380696,1,3
3,1,0,3.31518397521628,1,1
2,1,0,4.57207740192576,1,4
2,1,0,5.31187092848722,1,5
3,1,0,4.10984248233886,2,2
2,1,0,3.3700489557774,2,1
3,1,0,4.10984248233886,1,1
3,1,0,4.86221421050479,1,1
2,1,0,4.86221421050479,1,1
2,1,0,4.40741438322061,1,1
3,1,0,3.31518397521628,1,4
3,0,1,5.91463216209187,1,5
3,0,1,5.91463216209187,1,5
3,0,1,6.61752493583337,1,5
3,0,1,3.31771849380696,1,4
3,0,1,4.86221421050479,1,5
3,0,1,6.28849258231441,2,5
3,0,1,5.31187092848722,1,3
3,0,1,4.66027325397307,2,5
3,0,1,4.12242068394333,1,5
2,0,1,2.8880415046664,1,4
3,0,1,4.12242068394333,1,4
3,0,1,5.31187092848722,1,5
2,0,1,5.16226043392594,1,5
3,0,1,3.66762085665914,1,4
3,0,1,3.3700489557774,2,4
3,0,1,4.12242068394333,2,4
3,0,1,6.61752493583337,1,5
3,0,1,6.28849258231441,1,5
3,0,1,3.66762085665914,2,4
3,0,1,2.56281224705035,1,1
2,0,1,3.3700489557774,1,4
3,0,1,2.56281224705035,1,1
3,0,1,2.59046960378466,1,5
3,1,0,4.86221421050479,2,4
3,1,0,2.53560462322353,1,4
2,1,0,1.32843306777342,1,3
3,1,0,5.31187092848722,1,4
2,1,0,4.86221421050479,1,4
3,1,0,4.12242068394333,1,4
3,1,0,4.12242068394333,2,4
3,1,0,3.275398149785,1,4
2,1,0,3.31518397521628,1,5
2,1,0,3.31518397521628,1,4
3,1,0,2.53560462322353,1,4
3,1,0,2.56281224705035,1,3
2,1,0,4.10984248233886,1,4
3,1,0,4.12242068394333,1,1
3,1,0,4.12242068394333,1,1
3,1,0,4.10984248233886,1,1
3,1,0,4.12242068394333,1,1
3,1,0,4.12242068394333,1,1
1,1,0,3.31518397521628,1,1
3,1,0,4.86221421050479,1,1
3,1,0,4.12242068394333,2,4
3,1,0,1.7832328950576,1,4
3,1,0,0.454799827284186,1,4
3,1,0,1.18204871730649,1,4
3,1,0,1.7832328950576,1,1
3,1,0,2.56281224705035,1,4
2,1,0,2.56281224705035,1,1
2,1,0,1.12305060028619,2,1
3,1,0,1.73090243308717,1,1
3,1,0,1.12305060028619,1,1
2,1,0,1.12305060028619,1,4
3,1,0,1.7832328950576,1,1
3,1,0,2.53813914181422,1,3
3,1,0,2.51048178507991,1,4
2,1,0,1.7832328950576,1,4
3,1,0,1.73090243308717,1,3
3,1,0,2.23288961304003,1,4
3,1,0,1.7832328950576,2,1
3,1,1,1.7832328950576,1,4
3,1,1,2.56281224705035,1,4
2,1,1,1.7832328950576,1,1
2,1,1,2.51048178507991,1,3
2,1,1,1.18204871730649,1,5
3,1,1,1.7832328950576,1,5
3,1,1,2.56281224705035,1,4
3,1,1,1.7832328950576,2,3
3,1,1,1.7832328950576,2,3
1,1,1,1.7832328950576,2,1
3,1,1,1.7832328950576,1,4
3,1,1,2.51048178507991,1,5
3,0,0,2.65753619903555,2,5
3,0,0,3.46223838917192,1,4
2,0,0,2.79398761616991,1,4
3,0,0,2.64437712160863,2,1
3,0,0,4.71260371594351,1,3
3,0,0,4.86221421050479,2,4
3,0,0,1.7832328950576,2,1
3,0,0,2.70986666100599,2,1
3,0,0,4.08263485851205,1,4
3,0,0,2.56281224705035,2,3
3,0,0,4.12242068394333,1,5
2,0,0,4.05497750177774,1,3
3,0,0,4.05497750177774,2,3
3,0,0,4.86221421050479,1,4
3,0,0,4.86221421050479,1,4
3,0,0,3.66762085665914,1,4
3,0,0,3.3700489557774,1,5
3,0,0,2.65500168044487,2,4
3,1,0,3.165573480655,1,1
2,1,0,3.31518397521628,1,4
3,1,0,4.86221421050479,1,4
2,1,0,4.86221421050479,2,1
3,1,0,4.12242068394333,1,4
3,1,0,5.46497544410944,1,1
3,1,0,5.91463216209187,1,1
2,1,0,4.71260371594351,1,5
3,1,0,3.3700489557774,2,4
2,1,0,3.34284133195059,1,3
2,1,0,5.1748386355304,1,1
3,1,0,3.31518397521628,2,1
3,1,0,4.10984248233886,2,4
3,1,0,4.12242068394333,1,4
3,1,0,4.72518191754798,1,4
2,1,0,5.46497544410944,1,4
3,1,0,4.86221421050479,2,1
3,1,0,5.83883586433199,2,4
3,1,0,3.31518397521628,1,4
3,1,0,4.86221421050479,2,4
3,1,0,3.31518397521628,1,4
3,1,0,3.31518397521628,2,3
3,1,0,3.46223838917192,1,4
3,1,0,4.71260371594351,1,1
3,1,0,4.12242068394333,2,3
3,1,0,5.31187092848722,2,1
3,1,0,5.46497544410944,1,5
3,1,0,3.31518397521628,1,3
3,1,0,4.86221421050479,1,5
3,1,0,4.12242068394333,1,4
3,1,1,4.45649527873459,1,5
3,1,1,4.86221421050479,1,5
3,1,1,4.12242068394333,1,4
3,1,1,4.80988374853436,1,5
3,1,1,5.91463216209187,1,5
3,1,1,4.10984248233886,1,4
3,1,1,4.55949920032129,1,4
3,1,1,3.34284133195059,1,4
3,1,1,4.72518191754798,2,4
3,1,1,3.66762085665914,1,3
3,1,1,3.34284133195059,1,4
3,1,1,4.12242068394333,1,4
3,1,1,4.86221421050479,2,4
3,1,1,4.72518191754798,2,4
3,1,1,4.72518191754798,1,4
3,1,1,4.53229157649447,1,5
3,1,1,4.57207740192576,1,1
3,1,1,4.12242068394333,1,5
3,1,1,2.70986666100599,2,4
3,1,1,4.80479314933803,1,5
3,1,1,4.72518191754798,2,3
3,1,1,3.31518397521628,1,3
3,1,1,3.34284133195059,2,4
3,1,1,2.53560462322353,2,3
3,1,1,2.86038414793209,2,1
3,1,1,5.91463216209187,1,5
3,1,1,4.86221421050479,2,4
2,1,1,4.05497750177774,1,5
3,1,1,4.71260371594351,1,5
3,1,1,4.86221421050479,1,5
2,1,1,3.91794520882093,2,3
3,1,1,2.53560462322353,1,4
2,1,1,5.46497544410944,1,4
3,1,1,3.31518397521628,1,3
3,1,1,4.86221421050479,1,4
3,1,1,3.34284133195059,1,4
2,1,1,4.12242068394333,1,4
2,1,1,4.05497750177774,2,3
3,1,1,3.31518397521628,1,4
2,1,1,2.08080479593935,2,3
2,1,1,3.66762085665914,1,3
2,1,1,4.12242068394333,1,3
3,1,1,4.12242068394333,1,5
3,0,0,3.31518397521628,1,4
2,0,0,2.56281224705035,1,4
3,0,0,3.31518397521628,2,3
3,0,0,3.31518397521628,2,3
2,0,0,4.12242068394333,1,4
3,0,0,3.31518397521628,1,4
3,0,0,3.31518397521628,1,3
3,0,0,4.72518191754798,2,4
2,0,0,2.56281224705035,1,4
2,0,0,4.86221421050479,1,4
3,0,0,1.32843306777342,1,3
3,0,0,4.12242068394333,1,3
2,0,0,3.31518397521628,1,4
2,0,0,2.86038414793209,2,1
2,0,0,3.3700489557774,1,4
3,0,0,3.31518397521628,1,4
3,0,0,3.3700489557774,1,3
3,0,0,3.31518397521628,1,4
2,0,0,3.3700489557774,1,4
3,0,0,3.31518397521628,2,3
3,0,0,2.86038414793209,2,3
3,1,1,4.86221421050479,1,1
2,1,1,4.86221421050479,2,1
3,1,1,6.24366451561083,1,5
3,1,1,5.13505281009912,1,5
3,1,1,5.91463216209187,1,1
2,1,1,4.86221421050479,1,1
2,1,1,5.05925651233924,1,5
3,1,1,4.80988374853436,1,1
3,1,1,6.16786821785095,1,1
3,1,1,4.86221421050479,2,5
3,1,1,4.40741438322061,1,5
3,1,1,6.61752493583337,1,1
3,1,1,6.24366451561083,1,1
3,1,1,4.78552763225356,1,1
2,1,1,4.40741438322061,1,5
3,1,1,5.91463216209187,1,5
3,1,1,4.86221421050479,1,1
3,1,0,4.86221421050479,2,5
3,1,0,3.34284133195059,1,4
3,1,0,4.12242068394333,2,5
3,1,0,5.23607463072734,2,5
3,1,0,3.3700489557774,2,5
3,1,0,4.86221421050479,1,3
3,1,0,4.86221421050479,1,5
3,1,0,4.10984248233886,1,5
3,1,0,4.08263485851205,1,5
3,1,0,5.31187092848722,2,5
2,1,0,4.86221421050479,1,4
3,1,0,5.46497544410944,1,5
3,1,0,4.86221421050479,1,5
3,1,0,4.12242068394333,1,5
1,1,0,4.86221421050479,1,4
3,1,0,4.10984248233886,1,5
3,1,0,3.33026313034612,1,5
3,1,0,4.86221421050479,1,4
3,1,0,3.3700489557774,1,5
3,1,0,5.23607463072734,1,5
3,1,0,4.86221421050479,2,5
3,1,0,5.46497544410944,1,4
3,1,1,4.12242068394333,1,4
2,1,1,3.71670175217313,1,4
2,1,1,5.83883586433199,2,4
3,1,1,5.09904233777052,1,4
2,1,1,4.05497750177774,1,4
2,1,1,4.49628110416588,1,4
3,1,1,3.31518397521628,1,5
3,1,1,3.25027531164138,1,5
3,1,1,1.73090243308717,1,1
3,1,1,3.3700489557774,1,4
3,1,1,1.7832328950576,2,5
3,1,1,1.7832328950576,1,5
3,1,1,4.05497750177774,2,1
2,1,1,4.86221421050479,1,5
3,1,1,5.46497544410944,1,5
3,1,1,3.30260577361181,2,4
3,1,1,4.12242068394333,1,5
3,1,1,2.56281224705035,1,4
2,1,1,3.3700489557774,1,5
3,1,1,2.56281224705035,1,3
3,1,1,3.3700489557774,1,5
3,1,1,3.3700489557774,1,4
3,1,1,3.3700489557774,2,5
2,1,1,4.05497750177774,1,5
3,1,1,4.05497750177774,2,4
2,1,1,4.86221421050479,1,5
3,1,1,4.05497750177774,1,5
2,1,1,4.86221421050479,1,5
3,1,1,3.31518397521628,1,5
3,1,1,4.86221421050479,1,5
3,1,1,3.275398149785,1,5
3,1,1,5.23607463072734,1,4
2,1,1,4.12242068394333,2,4
3,1,1,4.86221421050479,1,4
2,1,1,5.23607463072734,1,5
3,1,1,4.86221421050479,1,5
2,1,1,3.34284133195059,1,4
2,1,1,4.86221421050479,1,4
2,1,1,4.86221421050479,2,4
3,1,1,4.12242068394333,1,4
2,1,1,4.86221421050479,2,5
3,1,1,4.86221421050479,1,5
3,1,1,3.31518397521628,1,4
3,1,1,1.18204871730649,2,3
3,1,1,2.56281224705035,2,4
3,1,1,2.56281224705035,2,5
3,1,1,2.56281224705035,2,4
3,1,1,3.3700489557774,1,5
3,1,1,4.10984248233886,1,5
3,1,1,3.3700489557774,1,5
2,1,1,5.83883586433199,1,5
2,1,1,5.46497544410944,1,5
3,1,1,5.31187092848722,1,5
3,1,1,4.71260371594351,2,4
2,1,1,4.86221421050479,1,5
3,1,1,4.86221421050479,1,4
3,1,0,2.91524912849321,2,1
3,1,0,3.31518397521628,1,4
2,1,0,4.12242068394333,1,1
3,1,0,5.46497544410944,1,5
3,1,0,4.86221421050479,1,5
3,1,0,3.66762085665914,1,4
3,1,0,4.12242068394333,1,4
3,1,0,2.59046960378466,1,4
3,1,0,4.86221421050479,1,5
2,1,0,2.52302642161907,1,4
2,1,0,2.59046960378466,1,1
3,1,0,1.7832328950576,1,1
3,1,0,1.7832328950576,1,3
3,1,0,4.10984248233886,1,1
2,1,0,4.86221421050479,1,4
3,1,0,3.34284133195059,1,5
2,1,0,4.12242068394333,1,4
3,1,0,3.34284133195059,1,4
3,1,0,4.12242068394333,1,4
3,1,0,4.12242068394333,1,5
2,1,0,1.7832328950576,1,4
2,1,0,4.10984248233886,1,4
2,1,0,4.12242068394333,1,4
2,0,0,5.31187092848722,1,5
3,0,0,4.86221421050479,1,5
3,0,0,5.31187092848722,2,4
3,0,0,3.34284133195059,2,1
3,0,0,3.31518397521628,1,5
3,0,0,3.31518397521628,1,5
3,0,0,4.05497750177774,1,4
3,0,0,5.31187092848722,1,5
3,0,0,5.31187092848722,1,5
3,0,0,5.31187092848722,1,5
3,0,0,5.68573134870976,1,4
3,0,0,4.86221421050479,1,5
2,0,0,4.10984248233886,1,4
3,0,0,5.46497544410944,1,4
3,0,0,4.86221421050479,1,5
3,0,0,2.10801241976616,2,3
3,0,0,4.12242068394333,1,3
3,0,0,3.3700489557774,1,4
3,0,0,4.86221421050479,1,4
2,0,0,4.12242068394333,1,4
3,0,0,3.34284133195059,1,4
3,0,0,4.12242068394333,1,5
3,0,0,4.86221421050479,1,4
2,0,0,3.3700489557774,1,4
2,0,0,4.12242068394333,1,5
3,0,0,5.91463216209187,2,4
3,0,0,4.08263485851205,2,4
2,0,0,4.49628110416588,1,5
3,0,0,4.86221421050479,2,5
2,0,0,4.12242068394333,1,4
3,0,0,5.23607463072734,1,4
